feature,value
212835_at,0.7982257009
212836_at,0.7982190251
212837_at,0.7981148362
212838_at,0.7982074618
212839_s_at,0.7982218266
212840_at,0.7982763648
212841_s_at,0.7981818914
212842_x_at,0.7981750965
212843_at,0.7983914018
212844_at,0.7982556224
212845_at,0.7981820107
212846_at,0.7981831431
212847_at,0.7982397079
212848_s_at,0.7980468869
212849_at,0.7982425690
212850_s_at,0.7980489731
212851_at,0.7982002497
212852_s_at,0.7983340025
212853_at,0.7981789112
212854_x_at,0.7981377244
212855_at,0.7982438803
212856_at,0.7982336283
212857_x_at,0.7981768847
212858_at,0.7982187271
212859_x_at,0.7982717752
212860_at,0.7981578708
212861_at,0.7982018590
212862_at,0.7981461287
212863_x_at,0.7981079817
212864_at,0.7981743217
212865_s_at,0.7982296348
212866_at,0.7983077168
212867_at,0.7982169390
212868_x_at,0.7984007597
212869_x_at,0.7983932495
212870_at,0.7981996536
212871_at,0.7982249856
212872_s_at,0.7982212901
212873_at,0.7983255386
212874_at,0.7982687354
212875_s_at,0.7981231213
212876_at,0.7982168794
212877_at,0.7982867956
212878_s_at,0.7981993556
212879_x_at,0.7982224822
212880_at,0.7982259989
212881_at,0.7981911898
212882_at,0.7983134985
212883_at,0.7981783152
212884_x_at,0.7982655168
212885_at,0.7982399464
212886_at,0.7982280254
212887_at,0.7982224822
212888_at,0.7982241511
212889_x_at,0.7982553840
212890_at,0.7980852127
212891_s_at,0.7982320189
212892_at,0.7981795073
212893_at,0.7981888652
212894_at,0.7983572483
212895_s_at,0.7983285189
212896_at,0.7981334925
212897_at,0.7982259989
212898_at,0.7982095480
212899_at,0.7981862426
212900_at,0.7981845737
212901_s_at,0.7982460260
212902_at,0.7981811762
212904_at,0.7981804013
212905_at,0.7982915044
212906_at,0.7986714840
212907_at,0.7982148528
212908_at,0.7981178164
212909_at,0.7981805205
212910_at,0.7982226610
212911_at,0.7981972694
212912_at,0.7981622219
212913_at,0.7982579470
212914_at,0.7982947230
212915_at,0.7981779575
212916_at,0.7982037663
212917_x_at,0.7983334661
212918_at,0.7982191443
212919_at,0.7980935574
212920_at,0.7982154489
212921_at,0.7981941700
212922_s_at,0.7981241941
212923_s_at,0.7982065678
212924_s_at,0.7980503440
212925_at,0.7982321382
212926_at,0.7983146906
212927_at,0.7982725501
212928_at,0.7981858850
212929_s_at,0.7980268598
212930_at,0.7984043360
212931_at,0.7982687950
212932_at,0.7982356548
212933_x_at,0.7981415391
212934_at,0.7980795503
212935_at,0.7982176542
212936_at,0.7981883287
212937_s_at,0.7981889844
212938_at,0.7983080149
212939_at,0.7982554436
212940_at,0.7982066870
212942_s_at,0.7981922030
212943_at,0.7982228398
212944_at,0.7981961370
212945_s_at,0.7980353832
212946_at,0.7981674075
212947_at,0.7982481718
212948_at,0.7984562516
212949_at,0.7982352376
212950_at,0.7982585430
212951_at,0.7981747389
212952_at,0.7982059717
212953_x_at,0.7979374528
212954_at,0.7982318401
212955_s_at,0.7982043028
212956_at,0.7983363271
212957_s_at,0.7981328964
212958_x_at,0.7982065678
212959_s_at,0.7981977463
212960_at,0.7982536554
212961_x_at,0.7981911898
212962_at,0.7981802225
212963_at,0.7982410789
212964_at,0.7982001305
212965_at,0.7982369661
212966_at,0.7981780171
212967_x_at,0.7982394099
212968_at,0.7982368469
212969_x_at,0.7982160449
212970_at,0.7981902957
212971_at,0.7981451154
212972_x_at,0.7982469201
212973_at,0.7981526852
212974_at,0.7981665730
212975_at,0.7982729673
212976_at,0.7981778979
212977_at,0.7982095480
212978_at,0.7981572151
212979_s_at,0.7983217239
212980_at,0.7982305884
212981_s_at,0.7982453108
212982_at,0.7982330322
212983_at,0.7982109785
212984_at,0.7982459664
212985_at,0.7982223034
212986_s_at,0.7982555032
212987_at,0.7982351780
212988_x_at,0.7982244492
212989_at,0.7981982231
212990_at,0.7982238531
212991_at,0.7982169390
212992_at,0.7981820107
212993_at,0.7981171608
212994_at,0.7982118726
212995_x_at,0.7982388139
212996_s_at,0.7981743217
212997_s_at,0.7982166409
212998_x_at,0.7981840372
212999_x_at,0.7982393503
213000_at,0.7981987000
213001_at,0.7981722951
213002_at,0.7981532216
213003_s_at,0.7983247042
213004_at,0.7981965542
213005_s_at,0.7981778979
213006_at,0.7981833220
213007_at,0.7981978059
213008_at,0.7982097268
213009_s_at,0.7981904149
213010_at,0.7982379198
213011_s_at,0.7982160449
213012_at,0.7982859015
213013_at,0.7981793880
213014_at,0.7983268499
213015_at,0.7982755303
213016_at,0.7982282639
213017_at,0.7981037498
213018_at,0.7982565165
213019_at,0.7982122302
213020_at,0.7982169390
213021_at,0.7982433438
213022_s_at,0.7982257605
213023_at,0.7982159853
213024_at,0.7982020974
213025_at,0.7981829047
213026_at,0.7982025743
213027_at,0.7979794145
213028_at,0.7981663346
213029_at,0.7981918454
213030_s_at,0.7981711626
213031_s_at,0.7982848883
213032_at,0.7981973886
213033_s_at,0.7982110381
213034_at,0.7981172204
213035_at,0.7981519699
213036_x_at,0.7982004285
213037_x_at,0.7981625795
213038_at,0.7982693315
213039_at,0.7981661558
213040_s_at,0.7982728481
213041_s_at,0.7982402444
213042_s_at,0.7982482314
213043_s_at,0.7981984019
213044_at,0.7982023358
213045_at,0.7980613708
213046_at,0.7982285023
213047_x_at,0.7981156707
213048_s_at,0.7981410623
213049_at,0.7982279062
213050_at,0.7982068658
213051_at,0.7982034683
213052_at,0.7980384231
213053_at,0.7982529402
213054_at,0.7980403900
213055_at,0.7982386947
213056_at,0.7981635928
213057_at,0.7986386418
213058_at,0.7982637882
213059_at,0.7981969714
213060_s_at,0.7982516289
213061_s_at,0.7980774641
213062_at,0.7980880141
213063_at,0.7982635498
213064_at,0.7981908321
213065_at,0.7981759906
213066_at,0.7982133031
213067_at,0.7984369397
213068_at,0.7982437611
213069_at,0.7982314825
213070_at,0.7981939316
213071_at,0.7983117700
213072_at,0.7982269526
213073_at,0.7982822657
213074_at,0.7982573509
213075_at,0.7981730700
213076_at,0.7982386351
213077_at,0.7982372046
213078_x_at,0.7982029319
213079_at,0.7983076572
213080_x_at,0.7982181311
213081_at,0.7982473373
213082_s_at,0.7981868386
213083_at,0.7981436849
213084_x_at,0.7982138395
213085_s_at,0.7982371449
213086_s_at,0.7981930375
213087_s_at,0.7982118130
213088_s_at,0.7981827855
213089_at,0.7982290983
213090_s_at,0.7981948853
213091_at,0.7982042432
213092_x_at,0.7981694341
213093_at,0.7978194952
213094_at,0.7983188629
213095_x_at,0.7982096076
213096_at,0.7982290387
213097_s_at,0.7982114553
213098_at,0.7981554270
213099_at,0.7982058525
213100_at,0.7981840968
213101_s_at,0.7982641459
213102_at,0.7982025743
213103_at,0.7983912230
213104_at,0.7982041240
213105_s_at,0.7982889414
213106_at,0.7982190847
213107_at,0.7981518507
213108_at,0.7982701659
213109_at,0.7982020378
213110_s_at,0.7982298136
213111_at,0.7983047962
213112_s_at,0.7981392145
213113_s_at,0.7981711030
213114_at,0.7981672883
213115_at,0.7982491851
213116_at,0.7982763052
213117_at,0.7978826761
213118_at,0.7982668877
213119_at,0.7985881567
213120_at,0.7982987761
213121_at,0.7982813716
213122_at,0.7985160351
213123_at,0.7981988788
213124_at,0.7983081937
213125_at,0.7981984615
213126_at,0.7981560230
213127_s_at,0.7982931733
213128_s_at,0.7982744575
213129_s_at,0.7982273102
213130_at,0.7982563972
213131_at,0.7982029915
213132_s_at,0.7982504964
213133_s_at,0.7982153296
213134_x_at,0.7982071042
213135_at,0.7981792092
213136_at,0.7982130647
213137_s_at,0.7982314229
213138_at,0.7982629538
213139_at,0.7982209921
213140_s_at,0.7981752157
213141_at,0.7983443141
213142_x_at,0.7982099652
213143_at,0.7982447147
213144_at,0.7983329296
213145_at,0.7983000875
213146_at,0.7982205749
213147_at,0.7981907129
213148_at,0.7981460690
213149_at,0.7983148694
213150_at,0.7981593013
213151_s_at,0.7982395291
213152_s_at,0.7983657718
213153_at,0.7981678843
213154_s_at,0.7982261181
213155_at,0.7982325554
213156_at,0.7981640697
213157_s_at,0.7983137369
213158_at,0.7981482744
213159_at,0.7981775403
213160_at,0.7982149720
213161_at,0.7981758714
213162_at,0.7981401682
213164_at,0.7981880307
213165_at,0.7981635928
213166_x_at,0.7982072234
213167_s_at,0.7981289029
213168_at,0.7981842756
213169_at,0.7981994748
213170_at,0.7981888652
213171_s_at,0.7982154489
213172_at,0.7982360721
213173_at,0.7982082963
213174_at,0.7981938124
213175_s_at,0.7982079387
213176_s_at,0.7984572053
213177_at,0.7982094288
213178_s_at,0.7982222438
213179_at,0.7980919480
213180_s_at,0.7981641889
213181_s_at,0.7981578708
213182_x_at,0.7981986403
213183_s_at,0.7981746793
213184_at,0.7981421351
213185_at,0.7981953025
213186_at,0.7981781960
213187_x_at,0.7982174754
213188_s_at,0.7982711792
213189_at,0.7982280254
213190_at,0.7982596159
213191_at,0.7982937098
213192_at,0.7982681394
213193_x_at,0.7982177138
213194_at,0.7977973223
213195_at,0.7982203960
213196_at,0.7982141972
213197_at,0.7985169291
213198_at,0.7982246280
213199_at,0.7981969714
213200_at,0.7982774973
213201_s_at,0.7982046604
213202_at,0.7983282208
213203_at,0.7982060313
213204_at,0.7983250618
213205_s_at,0.7981515527
213206_at,0.7980968356
213207_s_at,0.7981196642
213208_at,0.7982596159
213209_at,0.7981551886
213210_at,0.7984808683
213211_s_at,0.7981970310
213212_x_at,0.7982688546
213213_at,0.7982529402
213214_x_at,0.7982265949
213215_at,0.7981622815
213216_at,0.7981404662
213217_at,0.7981457710
213218_at,0.7982757092
213219_at,0.7982052565
213220_at,0.7982304096
213221_s_at,0.7982993722
213222_at,0.7981737256
213223_at,0.7982501388
213224_s_at,0.7981187701
213225_at,0.7982160449
213226_at,0.7982386947
213227_at,0.7982818484
213228_at,0.7981621623
213229_at,0.7981303930
213230_at,0.7981333137
213231_at,0.7980564833
213232_at,0.7983377576
213233_s_at,0.7980151176
213234_at,0.7983103991
213235_at,0.7983737588
213236_at,0.7981839776
213237_at,0.7982036471
213238_at,0.7981994152
213239_at,0.7982930541
213240_s_at,0.7981685996
213241_at,0.7981016636
213242_x_at,0.7982786894
213243_at,0.7983340621
213244_at,0.7983174324
213245_at,0.7981703877
213246_at,0.7981945872
213247_at,0.7982980013
213248_at,0.7981951237
213249_at,0.7983548045
213250_at,0.7982163429
213251_at,0.7982731462
213252_at,0.7981296182
213253_at,0.7982413173
213254_at,0.7982766032
213256_at,0.7981829047
213257_at,0.7981823683
213258_at,0.7982107401
213259_s_at,0.7982505560
213260_at,0.7982088923
213261_at,0.7983222604
213262_at,0.7982061505
213263_s_at,0.7982299924
213264_at,0.7981900573
213265_at,0.7983626127
213266_at,0.7981688976
213267_at,0.7982411385
213268_at,0.7982032299
213269_at,0.7981832623
213270_at,0.7982622385
213271_s_at,0.7982354164
213272_s_at,0.7982799411
213273_at,0.7982842326
213274_s_at,0.7981743217
213275_x_at,0.7982010245
213276_at,0.7982238531
213277_at,0.7982454300
213278_at,0.7981846333
213279_at,0.7981393933
213280_at,0.7983525395
213281_at,0.7983700633
213282_at,0.7982609868
213283_s_at,0.7982600927
213284_at,0.7982883453
213285_at,0.7982555628
213286_at,0.7982898951
213287_s_at,0.7982161641
213288_at,0.7982159257
213289_at,0.7984596491
213290_at,0.7982035279
213291_s_at,0.7982177734
213292_s_at,0.7982195020
213293_s_at,0.7982721329
213294_at,0.7981088758
213295_at,0.7982751727
213296_at,0.7983273268
213297_at,0.7981990576
213298_at,0.7982482314
213299_at,0.7981579900
213300_at,0.7982867956
213301_x_at,0.7982567549
213302_at,0.7982377410
213303_x_at,0.7981892824
213304_at,0.7982251048
213305_s_at,0.7982577682
213306_at,0.7980669737
213307_at,0.7982509136
213308_at,0.7983138561
213309_at,0.7982361317
213310_at,0.7983050942
213311_s_at,0.7982349992
213312_at,0.7982869148
213313_at,0.7982097268
213314_at,0.7981677055
213315_x_at,0.7982214689
213316_at,0.7982115149
213317_at,0.7980445623
213318_s_at,0.7981851697
213319_s_at,0.7982260585
213320_at,0.7981987000
213321_at,0.7981867194
213322_at,0.7982223630
213323_s_at,0.7982339263
213324_at,0.7982407808
213325_at,0.7982066870
213326_at,0.7982840538
213327_s_at,0.7982589006
213328_at,0.7984322906
213329_at,0.7981860042
213330_s_at,0.7981522083
213331_s_at,0.7981988192
213332_at,0.7984595299
213333_at,0.7981647253
213334_x_at,0.7982771993
213335_s_at,0.7983047366
213336_at,0.7982360721
213337_s_at,0.7982352972
213338_at,0.7981855273
213339_at,0.7982879877
213340_s_at,0.7981892824
213341_at,0.7982076406
213342_at,0.7981870770
213343_s_at,0.7981967330
213344_s_at,0.7982196212
213345_at,0.7983500957
213346_at,0.7983569503
213347_x_at,0.7981534004
213348_at,0.7982856631
213349_at,0.7981939912
213350_at,0.7982494831
213351_s_at,0.7981923223
213352_at,0.7982345223
213353_at,0.7981820703
213354_s_at,0.7981908917
213355_at,0.7980020046
213356_x_at,0.7982056737
213357_at,0.7982193828
213358_at,0.7981511950
213359_at,0.7981625795
213360_s_at,0.7982128859
213361_at,0.7981967926
213362_at,0.7981929779
213363_at,0.7982863188
213364_s_at,0.7982090712
213365_at,0.7981896400
213366_x_at,0.7981747389
213367_at,0.7982188463
213368_x_at,0.7982450724
213369_at,0.7981541753
213370_s_at,0.7982344627
213371_at,0.7983654141
213372_at,0.7982060313
213373_s_at,0.7984136343
213374_x_at,0.7982110977
213375_s_at,0.7981680632
213376_at,0.7982020974
213377_x_at,0.7982054353
213378_s_at,0.7982115149
213379_at,0.7982370257
213380_x_at,0.7981106043
213381_at,0.7981787324
213382_at,0.7982617021
213383_at,0.7981775999
213384_x_at,0.7981566191
213385_at,0.7982032299
213386_at,0.7981802225
213387_at,0.7982552648
213388_at,0.7981693745
213389_at,0.7983098030
213390_at,0.7981636524
213391_at,0.7982348204
213392_at,0.7982156873
213393_at,0.7982163429
213394_at,0.7982584238
213395_at,0.7982962132
213396_s_at,0.7980994582
213397_x_at,0.7982821465
213398_s_at,0.7981582284
213399_x_at,0.7982192039
213400_s_at,0.7981463075
213401_s_at,0.7982656360
213402_at,0.7982792854
213403_at,0.7981823683
213404_s_at,0.7982186675
213405_at,0.7980740666
213406_at,0.7981899977
213407_at,0.7982647419
213408_s_at,0.7981522083
213409_s_at,0.7982338071
213410_at,0.7982161641
213411_at,0.7982402444
213412_at,0.7982863188
213413_at,0.7983044982
213414_s_at,0.7981455922
213415_at,0.7982121110
213416_at,0.7981833816
213417_at,0.7981909513
213418_at,0.7981759906
213419_at,0.7981635332
213420_at,0.7982003093
213421_x_at,0.7979385853
213422_s_at,0.7981776595
213423_x_at,0.7983143926
213424_at,0.7980682850
213425_at,0.7981934547
213426_s_at,0.7982547879
213427_at,0.7982258797
213428_s_at,0.7981885076
213429_at,0.7982431650
213430_at,0.7982217073
213431_x_at,0.7982351184
213432_at,0.7981783152
213433_at,0.7982254624
213434_at,0.7982351184
213435_at,0.7981461883
213436_at,0.7981681824
213437_at,0.7983284593
213438_at,0.7981957197
213439_x_at,0.7982951403
213440_at,0.7981804609
213441_x_at,0.7983300090
213442_x_at,0.7983389497
213443_at,0.7982221246
213444_at,0.7982330322
213445_at,0.7981809378
213446_s_at,0.7982712388
213447_at,0.7985092402
213448_at,0.7982431650
213449_at,0.7982112765
213450_s_at,0.7982171774
213451_x_at,0.7982313633
213452_at,0.7982031107
213453_x_at,0.7979580164
213454_at,0.7982153296
213455_at,0.7980931997
213456_at,0.7982236147
213457_at,0.7982581258
213458_at,0.7981539965
213459_at,0.7981846929
213460_x_at,0.7982326150
213461_at,0.7983454466
213462_at,0.7981864214
213463_s_at,0.7982499003
213464_at,0.7981759906
213465_s_at,0.7981365323
213466_at,0.7982832789
213467_at,0.7982491851
213468_at,0.7984170914
213469_at,0.7982189059
213470_s_at,0.7983160615
213471_at,0.7981933951
213472_at,0.7983570695
213473_at,0.7981924415
213474_at,0.7981864214
213475_s_at,0.7982723117
213476_x_at,0.7982207537
213477_x_at,0.7982527614
213478_at,0.7980507016
213479_at,0.7981209159
213480_at,0.7982037663
213481_at,0.7983186245
213482_at,0.7982310653
213483_at,0.7982057333
213484_at,0.7982222438
213485_s_at,0.7982157469
213486_at,0.7982369661
213487_at,0.7982162833
213488_at,0.7982472181
213489_at,0.7982262969
213490_s_at,0.7982928753
213491_x_at,0.7982199192
213492_at,0.7981649041
213493_at,0.7982284427
213494_s_at,0.7982295156
213495_s_at,0.7982259393
213496_at,0.7981405854
213497_at,0.7981421351
213498_at,0.7982142568
213499_at,0.7982751727
213500_at,0.7981700897
213501_at,0.7981069088
213502_x_at,0.7982745767
213503_x_at,0.7980483174
213504_at,0.7981839776
213505_s_at,0.7984032631
213506_at,0.7982100248
213507_s_at,0.7981173396
213508_at,0.7981169820
213509_x_at,0.7981945872
213510_x_at,0.7981811166
213511_s_at,0.7982254028
213512_at,0.7981854677
213513_x_at,0.7982128263
213514_s_at,0.7982202768
213515_x_at,0.7982265353
213516_at,0.7982003093
213517_at,0.7981808186
213518_at,0.7981711030
213519_s_at,0.7983598113
213520_at,0.7982217073
213521_at,0.7981910706
213522_s_at,0.7982128263
213523_at,0.7982624769
213524_s_at,0.7981525660
213525_at,0.7981900573
213526_s_at,0.7982661128
213527_s_at,0.7982886434
213528_at,0.7983137369
213529_at,0.7982277274
213530_at,0.7982178926
213531_s_at,0.7983815670
213532_at,0.7982246876
213533_at,0.7983201146
213534_s_at,0.7981340289
213535_s_at,0.7981762290
213536_s_at,0.7984033227
213537_at,0.7981756330
213538_at,0.7982149720
213539_at,0.7982851267
213540_at,0.7983996272
213541_s_at,0.7982809544
213542_at,0.7983913422
213543_at,0.7982304096
213544_at,0.7981935740
213545_x_at,0.7981016636
213546_at,0.7981992364
213547_at,0.7981803417
213548_s_at,0.7981963158
213549_at,0.7980853915
213550_s_at,0.7982253432
213551_x_at,0.7982278466
213552_at,0.7981011868
213553_x_at,0.7982157469
213554_s_at,0.7981360555
213555_at,0.7982641459
213556_at,0.7982537150
213557_at,0.7982268333
213558_at,0.7982560396
213559_s_at,0.7981855273
213560_at,0.7982429266
213561_at,0.7983098626
213562_s_at,0.7981453538
213563_s_at,0.7983970642
213564_x_at,0.7981742024
213565_s_at,0.7981981635
213566_at,0.7981864810
213567_at,0.7981365919
213568_at,0.7981671691
213569_at,0.7982545495
213570_at,0.7982485890
213571_s_at,0.7982590199
213572_s_at,0.7982265949
213573_at,0.7980654836
213574_s_at,0.7980841994
213575_at,0.7982794642
213577_at,0.7981151938
213578_at,0.7983301878
213579_s_at,0.7981414199
213580_at,0.7982904315
213581_at,0.7982569337
213582_at,0.7982620597
213583_x_at,0.7982984185
213584_s_at,0.7981677055
213585_s_at,0.7982587218
213586_at,0.7982947230
213587_s_at,0.7982228994
213588_x_at,0.7981931567
213589_s_at,0.7981913090
213590_at,0.7982717156
213591_at,0.7981876135
213592_at,0.7984675765
213593_s_at,0.7981795073
213594_x_at,0.7982051373
213595_s_at,0.7982078195
213596_at,0.7984402776
213597_s_at,0.7981939912
213598_at,0.7981762290
213599_at,0.7982484698
213600_at,0.7982317805
213601_at,0.7982414961
213602_s_at,0.7982116938
213603_s_at,0.7981823683
213604_at,0.7982500196
213605_s_at,0.7981838584
213606_s_at,0.7982470989
213607_x_at,0.7983366251
213608_s_at,0.7982305288
213609_s_at,0.7981753349
213610_s_at,0.7981745005
213611_at,0.7981411219
213612_x_at,0.7982263565
213613_s_at,0.7981897593
213614_x_at,0.7982569933
213615_at,0.7981196046
213616_at,0.7981775999
213617_s_at,0.7981986403
213618_at,0.7981600761
213619_at,0.7982503772
213620_s_at,0.7982614636
213621_s_at,0.7981962562
213622_at,0.7981922626
213623_at,0.7981551886
213624_at,0.7982193232
213625_at,0.7981945872
213626_at,0.7981453538
213627_at,0.7981279492
213628_at,0.7982302308
213629_x_at,0.7983698249
213630_at,0.7982835174
213631_x_at,0.7982433438
213632_at,0.7983963490
213633_at,0.7982217669
213634_s_at,0.7982724309
213635_s_at,0.7984398603
213636_at,0.7981970906
213637_at,0.7982038856
213638_at,0.7982773781
213639_s_at,0.7982458472
213640_s_at,0.7982894182
213641_at,0.7982534170
213642_at,0.7981212735
213643_s_at,0.7981329560
213644_at,0.7981894016
213645_at,0.7983189821
213646_x_at,0.7981086969
213647_at,0.7981169820
213648_at,0.7981836796
213649_at,0.7981303930
213650_at,0.7981812954
213651_at,0.7982190251
213652_at,0.7982436419
213653_at,0.7983042598
213654_at,0.7983079553
213655_at,0.7981552482
213656_s_at,0.7981126904
213657_s_at,0.7982336283
213658_at,0.7982144952
213659_at,0.7982082367
213660_s_at,0.7982146144
213661_at,0.7982679009
213662_at,0.7981871963
213663_s_at,0.7983012795
213664_at,0.7980934978
213665_at,0.7983360291
213666_at,0.7981816530
213667_at,0.7981955409
213668_s_at,0.7982725501
213669_at,0.7981116176
213670_x_at,0.7982417941
213671_s_at,0.7983175516
213672_at,0.7982516885
213673_x_at,0.7982473373
213674_x_at,0.7984254956
213675_at,0.7982896566
213676_at,0.7982513905
213677_s_at,0.7981934547
213678_at,0.7983013988
213679_at,0.7982554436
213680_at,0.7981827855
213681_at,0.7982306480
213682_at,0.7982140183
213683_at,0.7982307673
213684_s_at,0.7982102633
213685_at,0.7981759906
213686_at,0.7982180119
213687_s_at,0.7981857657
213688_at,0.7981830239
213689_x_at,0.7982073426
213690_s_at,0.7982683778
213691_at,0.7982915640
213692_s_at,0.7982805967
213693_s_at,0.7981353402
213694_at,0.7981985807
213695_at,0.7982335687
213696_s_at,0.7982323766
213697_at,0.7982348204
213698_at,0.7982211709
213699_s_at,0.7981435061
213700_s_at,0.7982252836
213701_at,0.7981548905
213702_x_at,0.7981865406
213703_at,0.7982380986
213704_at,0.7982079387
213705_at,0.7982237935
213706_at,0.7982119918
213707_s_at,0.7982730865
213708_s_at,0.7981885672
213709_at,0.7981784344
213710_s_at,0.7981854081
213711_at,0.7982251048
213712_at,0.7982555628
213713_s_at,0.7982994914
213714_at,0.7981767058
213715_s_at,0.7982408404
213716_s_at,0.7983813882
213717_at,0.7982676029
213718_at,0.7981802821
213719_s_at,0.7985885143
213720_s_at,0.7982033491
213721_at,0.7981588244
213722_at,0.7981882095
213723_s_at,0.7984172106
213724_s_at,0.7981989980
213725_x_at,0.7981917858
213726_x_at,0.7981724739
213727_x_at,0.7981910706
213728_at,0.7981671691
213729_at,0.7984569669
213730_x_at,0.7982187271
213731_s_at,0.7982968688
213732_at,0.7982822657
213733_at,0.7982396483
213734_at,0.7982183695
213735_s_at,0.7981834412
213736_at,0.7981947064
213737_x_at,0.7981537580
213738_s_at,0.7982096076
213739_at,0.7982781529
213740_s_at,0.7982580662
213741_s_at,0.7981750369
213742_at,0.7982544899
213743_at,0.7981362343
213744_at,0.7982085943
213745_at,0.7981679440
213746_s_at,0.7982017994
213747_at,0.7981724143
213748_at,0.7982079983
213749_at,0.7983875275
213750_at,0.7983182073
213751_at,0.7982218266
213752_at,0.7982672453
213753_x_at,0.7981792092
213754_s_at,0.7983319759
213755_s_at,0.7981801629
213756_s_at,0.7982611656
213757_at,0.7982267737
213758_at,0.7983303070
213759_at,0.7984569073
213760_s_at,0.7983552217
213761_at,0.7982129455
213762_x_at,0.7981916070
213763_at,0.7982057929
213764_s_at,0.7982470393
213765_at,0.7982780337
213766_x_at,0.7982081175
213767_at,0.7981938124
213768_s_at,0.7982141972
213769_at,0.7981965542
213770_at,0.7982501984
213771_at,0.7982591987
213772_s_at,0.7982046604
213773_x_at,0.7982403040
213774_s_at,0.7982516885
213775_x_at,0.7982358932
213776_at,0.7981735468
213777_s_at,0.7981361151
213778_x_at,0.7982905507
213779_at,0.7981947660
213780_at,0.7982131839
213781_at,0.7982004881
213782_s_at,0.7982012033
213783_at,0.7982134223
213784_at,0.7981706262
213785_at,0.7981312871
213786_at,0.7981225252
213787_s_at,0.7981039286
213788_s_at,0.7982828617
213789_at,0.7981597185
213790_at,0.7980039716
213791_at,0.7983755469
213792_s_at,0.7982245088
213793_s_at,0.7982139587
213794_s_at,0.7982342243
213795_s_at,0.7982047796
213796_at,0.7981979251
213797_at,0.7982142568
213798_s_at,0.7981572151
213799_s_at,0.7982563376
213800_at,0.7982171774
213801_x_at,0.7981827259
213802_at,0.7982348800
213803_at,0.7982013822
213804_at,0.7981941104
213805_at,0.7981804013
213806_at,0.7982333302
213807_x_at,0.7982128859
213808_at,0.7982153893
213809_x_at,0.7982499003
213810_s_at,0.7982213497
213811_x_at,0.7983031869
213812_s_at,0.7981733084
213813_x_at,0.7982093692
213814_s_at,0.7982411385
213815_x_at,0.7982139587
213816_s_at,0.7982007861
213817_at,0.7981908321
213818_x_at,0.7981635928
213819_s_at,0.7983726263
213820_s_at,0.7983009815
213821_s_at,0.7982203364
213822_s_at,0.7983800173
213823_at,0.7983338833
213824_at,0.7981642485
213825_at,0.7981777787
213826_s_at,0.7982072234
213827_at,0.7982977629
213828_x_at,0.7981045246
213829_x_at,0.7983656526
213830_at,0.7981666923
213831_at,0.7982272506
213832_at,0.7981239557
213833_x_at,0.7982502580
213834_at,0.7982038260
213835_x_at,0.7982929945
213836_s_at,0.7981717587
213837_at,0.7981949449
213838_at,0.7982357740
213839_at,0.7981567383
213840_s_at,0.7981502414
213841_at,0.7982607484
213842_x_at,0.7981991172
213843_x_at,0.7981753945
213844_at,0.7981904745
213845_at,0.7982130647
213846_at,0.7981955409
213847_at,0.7982912064
213848_at,0.7981957197
213849_s_at,0.7982215285
213850_s_at,0.7982119322
213851_at,0.7983551025
213852_at,0.7981769443
213853_at,0.7981575131
213854_at,0.7981593013
213855_s_at,0.7982776761
213856_at,0.7982317805
213857_s_at,0.7981910110
213858_at,0.7982353568
213859_x_at,0.7984092832
213860_x_at,0.7982327938
213861_s_at,0.7981680036
213862_at,0.7982235551
213863_s_at,0.7982412577
213864_s_at,0.7982335687
213865_at,0.7982281446
213866_at,0.7982018590
213867_x_at,0.7982367277
213868_s_at,0.7982964516
213869_x_at,0.7981938720
213870_at,0.7982432246
213871_s_at,0.7982364893
213872_at,0.7982201576
213873_at,0.7983229160
213874_at,0.7982293367
213875_x_at,0.7981430888
213876_x_at,0.7982323766
213877_x_at,0.7982539535
213878_at,0.7982738018
213879_at,0.7981931567
213880_at,0.7982198596
213881_x_at,0.7982566953
213882_at,0.7981266379
213883_s_at,0.7981641293
213884_s_at,0.7981229424
213885_at,0.7981990576
213887_s_at,0.7982023954
213888_s_at,0.7982662320
213889_at,0.7982605100
213890_x_at,0.7981951237
213891_s_at,0.7982259393
213892_s_at,0.7981564999
213893_x_at,0.7981684804
213894_at,0.7983104587
213895_at,0.7982051373
213896_x_at,0.7981523871
213897_s_at,0.7982392311
213898_at,0.7982294559
213899_at,0.7981886864
213900_at,0.7982622385
213901_x_at,0.7981840968
213902_at,0.7982077599
213903_s_at,0.7981563807
213904_at,0.7980467081
213905_x_at,0.7981748581
213906_at,0.7982010245
213907_at,0.7982315421
213908_at,0.7982890010
213909_at,0.7981787920
213910_at,0.7982329726
213911_s_at,0.7982687354
213912_at,0.7982212901
213913_s_at,0.7981968522
213914_s_at,0.7981739640
213915_at,0.7985389233
213916_at,0.7982208729
213917_at,0.7983202338
213918_s_at,0.7983106375
213919_at,0.7981933951
213920_at,0.7981314063
213921_at,0.7981954813
213922_at,0.7982448339
213923_at,0.7981472611
213924_at,0.7982182503
213925_at,0.7982227206
213926_s_at,0.7982384562
213927_at,0.7983079553
213928_s_at,0.7981959581
213929_at,0.7980742455
213930_at,0.7980765700
213931_at,0.7981255054
213932_x_at,0.7981893420
213933_at,0.7982569337
213934_s_at,0.7983301282
213935_at,0.7983782887
213936_x_at,0.7981367707
213937_s_at,0.7982114553
213938_at,0.7981411219
213939_s_at,0.7982717156
